ensg_id	gene_symbol	pmtl	latest_gene_symbol
ENSG00000285908	AC080128.2	NA	ENSG00000285908
ENSG00000286982	AC016931.1	NA	ENSG00000286982
ENSG00000240086	AC092969.1	NA	ENSG00000240086
ENSG00000286915	AC096992.3	NA	ENSG00000286915
ENSG00000286396	AC023049.1	NA	ENSG00000286396
ENSG00000276304	AC119740.1	NA	ENSG00000276304
ENSG00000286988	AC024933.2	NA	ENSG00000286988
ENSG00000248932	AC046134.2	NA	COPB2-DT
ENSG00000287155	AC022215.2	NA	ENSG00000287155
ENSG00000288585	AC010184.1	NA	ENSG00000288585
ENSG00000285558	AC112504.2	NA	ENSG00000285558
ENSG00000286822	AC112504.3	NA	ENSG00000286822
ENSG00000287045	AC072028.1	NA	ENSG00000287045
ENSG00000285798	AC092958.4	NA	ENSG00000285798
ENSG00000285660	AC092958.3	NA	ENSG00000285660
ENSG00000285557	AC069410.1	NA	ENSG00000285557
ENSG00000287198	AC092979.2	NA	ENSG00000287198
ENSG00000286714	AC093001.2	NA	ENSG00000286714
ENSG00000242791	AC117395.1	NA	ENSG00000242791
ENSG00000224831	TMEM183B	NA	TMEM183BP
ENSG00000286501	AC018545.1	NA	ENSG00000286501
ENSG00000287688	AC011317.1	NA	ENSG00000287688
ENSG00000276055	AC108726.1	NA	ENSG00000276055
ENSG00000286273	AC078816.1	NA	ENSG00000286273
ENSG00000287706	AC092924.2	NA	ENSG00000287706
ENSG00000271922	AC134026.1	NA	ENSG00000271922
ENSG00000279305	AC134026.2	NA	ENSG00000279305
ENSG00000284952	AC104472.3	NA	ENSG00000284952
ENSG00000286585	AC104472.4	NA	ENSG00000286585
ENSG00000288032	AC104472.5	NA	ENSG00000288032
ENSG00000287916	AC091607.2	NA	ENSG00000287916
ENSG00000286361	AC092944.3	NA	ENSG00000286361
ENSG00000286892	AC084212.1	NA	ENSG00000286892
ENSG00000272087	AC080013.3	NA	ENSG00000272087
ENSG00000271778	AC080013.2	NA	ENSG00000271778
ENSG00000272247	AC080013.4	NA	ENSG00000272247
ENSG00000286913	AC092943.2	NA	ENSG00000286913
ENSG00000248710	AC079594.1	NA	ENSG00000248710
ENSG00000288087	AC112770.1	NA	ENSG00000288087
ENSG00000244429	AC104629.1	NA	ENSG00000244429
ENSG00000287319	AC079822.1	NA	ENSG00000287319
ENSG00000286994	AC069243.1	NA	ENSG00000286994
ENSG00000244039	AC008040.2	NA	ENSG00000244039
ENSG00000244193	AC008040.3	NA	ENSG00000244193
ENSG00000285218	AC026316.4	NA	ENSG00000285218
ENSG00000286695	AC026316.5	NA	ENSG00000286695
ENSG00000286856	AC061708.1	NA	ENSG00000286856
ENSG00000287899	AC055714.1	NA	ENSG00000287899
ENSG00000287012	AC108667.2	NA	ENSG00000287012
ENSG00000288104	AC008180.3	NA	ENSG00000288104
ENSG00000236385	AC026355.3	NA	ENSG00000236385
ENSG00000200288	AC026355.1	NA	ENSG00000200288
ENSG00000228561	AC026355.2	NA	ENSG00000228561
ENSG00000277241	AC026355.4	NA	ENSG00000277241
ENSG00000286003	AC110992.1	NA	ENSG00000286003
ENSG00000223930	AC117453.1	NA	ENSG00000223930
ENSG00000229102	AC076966.2	NA	ENSG00000229102
ENSG00000201957	AC076966.1	NA	ENSG00000201957
ENSG00000272910	AC090425.3	NA	ENSG00000272910
ENSG00000272660	AC090425.2	NA	ENSG00000272660
ENSG00000239096	AC090425.1	NA	ENSG00000239096
ENSG00000287645	AC092939.1	NA	ENSG00000287645
ENSG00000285336	AC108734.4	NA	ENSG00000285336
ENSG00000241231	AC068308.1	NA	ENSG00000241231
ENSG00000276074	AC125613.2	NA	ENSG00000276074
ENSG00000276690	AC117415.1	NA	ENSG00000276690
ENSG00000278026	AC117415.2	NA	ENSG00000278026
ENSG00000286453	AC012081.2	NA	ENSG00000286453
ENSG00000287605	AC109131.1	NA	ENSG00000287605
ENSG00000287941	AC021055.1	NA	ENSG00000287941
ENSG00000253092	AC092960.2	NA	ENSG00000253092
ENSG00000251730	AC092960.1	NA	ENSG00000251730
ENSG00000271682	AC092960.3	NA	ENSG00000271682
ENSG00000273181	AC131235.3	NA	ENSG00000273181
ENSG00000272721	AC131235.2	NA	EIF2B5-DT
ENSG00000283625	AC128714.2	NA	ENSG00000283625
ENSG00000288576	AC107294.4	NA	ENSG00000288576
ENSG00000286086	AC099661.1	NA	ENSG00000286086
ENSG00000280270	AC068299.2	NA	ENSG00000280270
ENSG00000239093	AC068299.1	NA	ENSG00000239093
ENSG00000228804	AC072022.1	NA	ENSG00000228804
ENSG00000285938	AC072022.2	NA	ENSG00000285938
ENSG00000287178	AC026320.3	NA	ENSG00000287178
ENSG00000238902	AC026671.1	NA	ENSG00000238902
ENSG00000286624	AC069421.2	NA	ENSG00000286624
ENSG00000287206	AC069421.3	NA	ENSG00000287206
ENSG00000286317	AC117469.1	NA	ENSG00000286317
ENSG00000287073	AC106706.2	NA	ENSG00000287073
ENSG00000287005	AC090018.2	NA	ENSG00000287005
ENSG00000282206	AC233280.36	NA	ENSG00000282206
ENSG00000286004	AC124944.3	NA	ENSG00000286004
ENSG00000260261	AC124944.2	NA	ENSG00000260261
ENSG00000231443	AC124944.1	NA	ENSG00000231443
ENSG00000286168	AC024937.3	NA	ENSG00000286168
ENSG00000286661	AC092933.2	NA	ENSG00000286661
ENSG00000286017	AC011322.1	NA	ENSG00000286017
ENSG00000286870	AL121981.1	NA	ENSG00000286870
ENSG00000286909	AC024560.4	NA	ENSG00000286909
ENSG00000287286	AC024560.5	NA	ENSG00000287286
ENSG00000286755	AC135893.1	NA	ENSG00000286755
ENSG00000286705	AC079140.6	NA	ENSG00000286705
ENSG00000283183	AC116565.1	NA	ENSG00000283183
ENSG00000272927	AC107464.2	NA	ENSG00000272927
ENSG00000248416	AC107464.1	NA	ENSG00000248416
ENSG00000286205	AC139887.5	NA	ENSG00000286205
ENSG00000251639	AC092535.3	NA	ENSG00000251639
ENSG00000251652	AC092535.4	NA	ENSG00000251652
ENSG00000212458	AC092535.1	NA	ENSG00000212458
ENSG00000227189	AC092535.2	NA	ENSG00000227189
ENSG00000273179	AC092535.5	NA	ENSG00000273179
ENSG00000287099	AL121750.1	NA	ENSG00000287099
ENSG00000278778	AL390065.2	NA	ENSG00000278778
ENSG00000274693	AL390065.1	NA	ENSG00000274693
ENSG00000286900	AL590235.2	NA	ENSG00000286900
ENSG00000270090	AL590235.1	NA	ENSG00000270090
ENSG00000288589	AC226119.3	NA	ENSG00000288589
ENSG00000284727	AC116562.3	NA	ENSG00000284727
ENSG00000250940	AC116562.2	NA	ENSG00000250940
ENSG00000248669	AC116562.1	NA	ENSG00000248669
ENSG00000287786	AC113615.2	NA	ENSG00000287786
ENSG00000288588	AC116317.2	NA	ENSG00000288588
ENSG00000286176	AC116317.1	NA	ENSG00000286176
ENSG00000284847	AC093323.4	NA	ENSG00000284847
ENSG00000287331	AC106045.1	NA	ENSG00000287331
ENSG00000287104	AC097382.3	NA	ENSG00000287104
ENSG00000287164	AC112254.1	NA	ENSG00000287164
ENSG00000251615	AC104825.1	NA	ENSG00000251615
ENSG00000288075	AC108519.1	NA	ENSG00000288075
ENSG00000287972	AC073648.7	NA	ENSG00000287972
ENSG00000249443	AC097493.2	NA	ENSG00000249443
ENSG00000284648	AC097493.3	NA	ENSG00000284648
ENSG00000287117	AC105916.1	NA	ENSG00000287117
ENSG00000261490	AC005674.1	NA	ENSG00000261490
ENSG00000287154	AC005599.1	NA	ENSG00000287154
ENSG00000287778	AC006230.1	NA	ENSG00000287778
ENSG00000286297	AC006445.3	NA	ENSG00000286297
ENSG00000287360	AC006296.3	NA	ENSG00000287360
ENSG00000288606	AC114744.2	NA	ENSG00000288606
ENSG00000286280	AC108063.2	NA	ENSG00000286280
ENSG00000286888	AC006427.2	NA	ENSG00000286888
ENSG00000287081	AC104656.1	NA	ENSG00000287081
ENSG00000286046	AC093898.1	NA	ENSG00000286046
ENSG00000286318	AC096576.7	NA	ENSG00000286318
ENSG00000248545	AC105290.1	NA	ENSG00000248545
ENSG00000249277	AC092436.2	NA	SLIRPP2
ENSG00000250541	AC092436.3	NA	ENSG00000250541
ENSG00000200999	AC107390.1	NA	ENSG00000200999
ENSG00000287389	AC007106.2	NA	ENSG00000287389
ENSG00000286321	AC093791.2	NA	ENSG00000286321
ENSG00000250038	AC093791.1	NA	ENSG00000250038
ENSG00000286141	AC097480.2	NA	ENSG00000286141
ENSG00000286596	AC098595.1	NA	ENSG00000286596
ENSG00000286212	AC097654.1	NA	ENSG00000286212
ENSG00000286784	AC116611.1	NA	ENSG00000286784
ENSG00000287968	AC093606.1	NA	ENSG00000287968
ENSG00000288321	AC079772.1	NA	ENSG00000288321
ENSG00000287320	AC110790.1	NA	ENSG00000287320
ENSG00000238694	AC020589.1	NA	ENSG00000238694
ENSG00000287416	AC093746.1	NA	ENSG00000287416
ENSG00000288073	AC022463.1	NA	ENSG00000288073
ENSG00000279386	AC021106.2	NA	ENSG00000279386
ENSG00000287659	AC098680.2	NA	ENSG00000287659
ENSG00000287262	AC021148.2	NA	ENSG00000287262
ENSG00000286349	AC108471.3	NA	ENSG00000286349
ENSG00000250568	AC098591.3	NA	ENSG00000250568
ENSG00000205794	AC098591.2	NA	ENSG00000205794
ENSG00000201863	AC098591.1	NA	ENSG00000201863
ENSG00000286089	AC095057.4	NA	ENSG00000286089
ENSG00000287182	AC131953.2	NA	ENSG00000287182
ENSG00000287762	AC108050.1	NA	ENSG00000287762
ENSG00000285454	AC111006.1	NA	ENSG00000285454
ENSG00000286891	AC080132.1	NA	ENSG00000286891
ENSG00000250863	AC114757.1	NA	ENSG00000250863
ENSG00000286294	AC107398.5	NA	ENSG00000286294
ENSG00000287999	AC097522.2	NA	ENSG00000287999
ENSG00000260120	AC104066.3	NA	ENSG00000260120
ENSG00000286161	AC104066.4	NA	ENSG00000286161
ENSG00000248375	AC104066.2	NA	ENSG00000248375
ENSG00000212490	AC104066.1	NA	ENSG00000212490
ENSG00000272650	AC110792.3	NA	ENSG00000272650
ENSG00000269506	AC110792.2	NA	ENSG00000269506
ENSG00000287534	AC110792.4	NA	ENSG00000287534
ENSG00000251105	AC110792.1	NA	ENSG00000251105
ENSG00000287060	AC021220.2	NA	ENSG00000287060
ENSG00000286599	AC110611.1	NA	ENSG00000286599
ENSG00000287382	AC110611.2	NA	ENSG00000287382
ENSG00000286093	AC022267.1	NA	ENSG00000286093
ENSG00000269921	AC068620.1	NA	ENSG00000269921
ENSG00000270147	AC068620.2	NA	ENSG00000270147
ENSG00000283156	AC068620.3	NA	ENSG00000283156
ENSG00000287369	AC111197.1	NA	ENSG00000287369
ENSG00000285998	AC104790.1	NA	ENSG00000285998
ENSG00000250375	AC097501.1	NA	ENSG00000250375
ENSG00000286097	AC108517.2	NA	ENSG00000286097
ENSG00000287174	AC092596.1	NA	ENSG00000287174
ENSG00000288659	AC007511.1	NA	ENSG00000288659
ENSG00000288567	AC074087.2	NA	ENSG00000288567
ENSG00000286664	AC104689.2	NA	ENSG00000286664
ENSG00000249413	AC116049.1	NA	ENSG00000249413
ENSG00000287383	AC110809.1	NA	ENSG00000287383
ENSG00000284695	AC108941.3	NA	ENSG00000284695
ENSG00000286848	AC009570.2	NA	ENSG00000286848
ENSG00000250220	AC053527.2	NA	ANKRD17-DT
ENSG00000221639	AC053527.1	NA	ENSG00000221639
ENSG00000249051	AC112518.1	NA	ENSG00000249051
ENSG00000287037	AC097709.1	NA	ENSG00000287037
ENSG00000288019	AC093677.3	NA	ENSG00000288019
ENSG00000287375	AC098825.1	NA	ENSG00000287375
ENSG00000250315	AC110760.2	NA	ENSG00000250315
ENSG00000286074	AC110795.1	NA	ENSG00000286074
ENSG00000287401	AC034139.1	NA	ENSG00000287401
ENSG00000240426	AC096743.2	NA	ENSG00000240426
ENSG00000199857	AC096743.1	NA	ENSG00000199857
ENSG00000221711	AC104701.1	NA	ENSG00000221711
ENSG00000287632	AC112253.1	NA	ENSG00000287632
ENSG00000266270	AC098818.3	NA	ENSG00000266270
ENSG00000252762	AC021863.1	NA	ENSG00000252762
ENSG00000286490	AC067942.4	NA	ENSG00000286490
ENSG00000286035	AC073840.1	NA	ENSG00000286035
ENSG00000286189	AC108021.1	NA	ENSG00000286189
ENSG00000285458	AC093827.5	NA	ENSG00000285458
ENSG00000284968	AC093827.4	NA	ENSG00000284968
ENSG00000286618	AC131944.1	NA	ENSG00000286618
ENSG00000287181	AC107067.2	NA	ENSG00000287181
ENSG00000286978	AC107067.1	NA	ENSG00000286978
ENSG00000287542	AC098582.1	NA	ENSG00000287542
ENSG00000278151	AC108065.2	NA	ENSG00000278151
ENSG00000276003	AC108065.1	NA	ENSG00000276003
ENSG00000251095	AC093866.1	NA	ENSG00000251095
ENSG00000288563	AC097478.4	NA	ENSG00000288563
ENSG00000274238	AC097478.1	NA	ENSG00000274238
ENSG00000277695	AC097478.3	NA	ENSG00000277695
ENSG00000276542	AC097478.2	NA	ENSG00000276542
ENSG00000287239	AC105445.1	NA	ENSG00000287239
ENSG00000287392	AC097520.2	NA	ENSG00000287392
ENSG00000287552	AC109925.1	NA	ENSG00000287552
ENSG00000287841	AC096585.1	NA	ENSG00000287841
ENSG00000287512	AC019131.3	NA	ENSG00000287512
ENSG00000279098	AC097460.2	NA	ENSG00000279098
ENSG00000250403	AC097460.1	NA	ENSG00000250403
ENSG00000286150	AC097459.1	NA	ENSG00000286150
ENSG00000286124	AC084277.1	NA	ENSG00000286124
ENSG00000251288	AC018797.2	NA	ENSG00000251288
ENSG00000286242	AC018797.3	NA	ENSG00000286242
ENSG00000286291	AC004047.1	NA	ENSG00000286291
ENSG00000252136	AC004069.3	NA	ENSG00000252136
ENSG00000250522	AC004066.1	NA	ENSG00000250522
ENSG00000286147	AC092445.1	NA	ENSG00000286147
ENSG00000249604	AC096564.1	NA	ENSG00000249604
ENSG00000286136	AC107071.1	NA	ENSG00000286136
ENSG00000285330	AC126283.2	NA	ENSG00000285330
ENSG00000199894	AC093872.1	NA	ENSG00000199894
ENSG00000250046	AC106864.1	NA	ENSG00000250046
ENSG00000249373	AC093879.1	NA	ENSG00000249373
ENSG00000287845	AC093765.5	NA	ENSG00000287845
ENSG00000287520	AC093765.4	NA	ENSG00000287520
ENSG00000287290	AC093765.3	NA	ENSG00000287290
ENSG00000286637	AC093765.2	NA	ENSG00000286637
ENSG00000286269	AC092661.1	NA	ENSG00000286269
ENSG00000221245	AC080089.1	NA	ENSG00000221245
ENSG00000286241	AC080089.2	NA	ENSG00000286241
ENSG00000250938	AC073475.1	NA	MAD2L1-DT
ENSG00000287692	AC053545.1	NA	ENSG00000287692
ENSG00000287951	AC026402.2	NA	ENSG00000287951
ENSG00000286700	AC108075.1	NA	ENSG00000286700
ENSG00000286734	AC133530.1	NA	ENSG00000286734
ENSG00000250149	AC104664.1	NA	ENSG00000250149
ENSG00000286251	AC097528.1	NA	ENSG00000286251
ENSG00000287101	AC093772.2	NA	ENSG00000287101
ENSG00000287021	AC097462.3	NA	ENSG00000287021
ENSG00000281369	AC093826.1	NA	ENSG00000281369
ENSG00000287748	AC082650.2	NA	ENSG00000287748
ENSG00000287924	AC093902.1	NA	ENSG00000287924
ENSG00000251598	AC093916.1	NA	ENSG00000251598
ENSG00000286467	AC108052.1	NA	ENSG00000286467
ENSG00000251199	AC015631.1	NA	ENSG00000251199
ENSG00000286253	AC096763.1	NA	ENSG00000286253
ENSG00000287441	AC131956.3	NA	ENSG00000287441
ENSG00000287144	AC097511.1	NA	ENSG00000287144
ENSG00000273247	AC097376.3	NA	RAB33B-AS1
ENSG00000248863	AC097376.2	NA	ENSG00000248863
ENSG00000239005	AC097376.1	NA	ENSG00000239005
ENSG00000286896	AC112236.3	NA	ENSG00000286896
ENSG00000286320	AC108053.1	NA	ENSG00000286320
ENSG00000287449	AC108019.2	NA	ENSG00000287449
ENSG00000286771	AC097658.3	NA	ENSG00000286771
ENSG00000251600	AC107223.1	NA	ENSG00000251600
ENSG00000286055	AC093890.2	NA	ENSG00000286055
ENSG00000285783	AC098588.3	NA	ENSG00000285783
ENSG00000285713	AC098588.2	NA	ENSG00000285713
ENSG00000273621	AC098588.1	NA	ENSG00000273621
ENSG00000286420	AC093796.1	NA	ENSG00000286420
ENSG00000279845	AC097372.2	NA	ENSG00000279845
ENSG00000251010	AC097372.1	NA	ENSG00000251010
ENSG00000286371	AC097450.1	NA	ENSG00000286371
ENSG00000287292	AC002460.2	NA	ENSG00000287292
ENSG00000287565	AC108168.1	NA	ENSG00000287565
ENSG00000286711	AC105343.2	NA	ENSG00000286711
ENSG00000251611	FAM160A1-DT	NA	FHIP1A-DT
ENSG00000286761	AC112242.2	NA	ENSG00000286761
ENSG00000286066	AC097375.4	NA	ENSG00000286066
ENSG00000286720	AC097375.5	NA	ENSG00000286720
ENSG00000287504	AC079340.3	NA	ENSG00000287504
ENSG00000270883	AC080078.2	NA	ENSG00000270883
ENSG00000287555	AC023424.2	NA	ENSG00000287555
ENSG00000287642	AC093599.2	NA	ENSG00000287642
ENSG00000288637	AC013477.1	NA	ENSG00000288637
ENSG00000287216	AC106865.2	NA	ENSG00000287216
ENSG00000287770	AC107385.2	NA	ENSG00000287770
ENSG00000287730	AC097526.1	NA	ENSG00000287730
ENSG00000286133	AC093817.2	NA	ENSG00000286133
ENSG00000286862	AC017037.5	NA	ENSG00000286862
ENSG00000287226	AC084740.1	NA	ENSG00000287226
ENSG00000279139	AC098679.2	NA	ENSG00000279139
ENSG00000280140	AC098679.3	NA	ENSG00000280140
ENSG00000248429	FAM198B-AS1	NA	GASK1B-AS1
ENSG00000287822	AC098679.5	NA	ENSG00000287822
ENSG00000250604	AC098679.1	NA	ENSG00000250604
ENSG00000286558	AC098679.4	NA	ENSG00000286558
ENSG00000248431	AC021134.1	NA	ENSG00000248431
ENSG00000287072	AC021134.2	NA	ENSG00000287072
ENSG00000251162	AC074198.1	NA	ENSG00000251162
ENSG00000285563	AC106872.12	NA	ENSG00000285563
ENSG00000270960	AC106872.10	NA	ENSG00000270960
ENSG00000248645	AC106872.5	NA	ENSG00000248645
ENSG00000250887	AC106872.9	NA	ENSG00000250887
ENSG00000250712	AC106872.8	NA	ENSG00000250712
ENSG00000276623	AC106872.11	NA	ENSG00000276623
ENSG00000250430	AC106872.7	NA	ENSG00000250430
ENSG00000249617	AC106872.6	NA	ENSG00000249617
ENSG00000287424	AC080079.2	NA	ENSG00000287424
ENSG00000287188	AC068989.1	NA	ENSG00000287188
ENSG00000207171	AC079926.1	NA	ENSG00000207171
ENSG00000249609	AC080188.1	NA	ENSG00000249609
ENSG00000279384	AC080188.2	NA	ENSG00000279384
ENSG00000251171	AC096741.1	NA	ENSG00000251171
ENSG00000286302	AC084724.1	NA	ENSG00000286302
ENSG00000287660	AC079768.3	NA	ENSG00000287660
ENSG00000288003	AC079768.4	NA	ENSG00000288003
ENSG00000287298	AC079768.2	NA	ENSG00000287298
ENSG00000286580	AC034159.2	NA	ENSG00000286580
ENSG00000287210	AC074254.2	NA	ENSG00000287210
ENSG00000288025	AC093849.4	NA	ENSG00000288025
ENSG00000286226	AC093849.3	NA	ENSG00000286226
ENSG00000286039	AC093849.2	NA	ENSG00000286039
ENSG00000286494	AC022325.2	NA	ENSG00000286494
ENSG00000201516	AC093605.1	NA	ENSG00000201516
ENSG00000287544	AC097518.2	NA	ENSG00000287544
ENSG00000212191	AC017087.1	NA	ENSG00000212191
ENSG00000287083	AC108169.1	NA	ENSG00000287083
ENSG00000287775	AC096747.1	NA	ENSG00000287775
ENSG00000286860	AC093840.2	NA	ENSG00000286860
ENSG00000287948	AC084741.1	NA	ENSG00000287948
ENSG00000286119	AC114798.1	NA	ENSG00000286119
ENSG00000286821	AC019193.4	NA	ENSG00000286821
ENSG00000287349	AC108477.2	NA	ENSG00000287349
ENSG00000287433	AC107222.2	NA	ENSG00000287433
ENSG00000286292	AC099343.3	NA	ENSG00000286292
ENSG00000286256	AC084871.3	NA	ENSG00000286256
ENSG00000287183	AC093824.2	NA	ENSG00000287183
ENSG00000285745	AC104805.1	NA	ENSG00000285745
ENSG00000253013	AC104070.1	NA	ENSG00000253013
ENSG00000287667	AC109517.1	NA	ENSG00000287667
ENSG00000287169	AC107050.1	NA	ENSG00000287169
ENSG00000250971	AC110772.2	NA	ENSG00000250971
ENSG00000287571	AC108046.1	NA	ENSG00000287571
ENSG00000286641	AC108073.3	NA	ENSG00000286641
ENSG00000272566	AF250324.1	NA	ENSG00000272566
ENSG00000271307	AF146191.2	NA	ENSG00000271307
ENSG00000286001	AC021087.5	NA	ENSG00000286001
ENSG00000285522	AC026740.2	NA	ENSG00000285522
ENSG00000287600	AC122719.3	NA	ENSG00000287600
ENSG00000287486	AC114291.1	NA	ENSG00000287486
ENSG00000286388	AC026748.7	NA	ENSG00000286388
ENSG00000279908	AC026748.3	NA	ENSG00000279908
ENSG00000288549	AC026412.4	NA	ENSG00000288549
ENSG00000249966	AC025183.1	NA	ENSG00000249966
ENSG00000279222	AC025183.2	NA	ENSG00000279222
ENSG00000288108	AC126768.3	NA	ENSG00000288108
ENSG00000248994	AC124852.1	NA	ENSG00000248994
ENSG00000249731	AC126768.2	NA	ENSG00000249731
ENSG00000248736	AC094105.2	NA	ENSG00000248736
ENSG00000250866	AC022424.1	NA	ENSG00000250866
ENSG00000286753	AC091978.1	NA	ENSG00000286753
ENSG00000286986	AC026736.1	NA	ENSG00000286986
ENSG00000287031	AC093307.1	NA	ENSG00000287031
ENSG00000272071	AC122710.2	NA	ENSG00000272071
ENSG00000287790	AC025756.1	NA	ENSG00000287790
ENSG00000286254	AC091889.1	NA	ENSG00000286254
ENSG00000285689	AC091951.4	NA	ENSG00000285689
ENSG00000248775	AC091951.2	NA	ENSG00000248775
ENSG00000251250	AC091951.3	NA	ENSG00000251250
ENSG00000287947	AC116361.1	NA	ENSG00000287947
ENSG00000288002	AC091912.3	NA	ENSG00000288002
ENSG00000249782	AC091953.1	NA	ENSG00000249782
ENSG00000279097	AC091953.3	NA	ENSG00000279097
ENSG00000279264	AC091953.5	NA	ENSG00000279264
ENSG00000279002	AC091953.2	NA	ENSG00000279002
ENSG00000280373	AC091953.6	NA	ENSG00000280373
ENSG00000279125	AC091953.4	NA	ENSG00000279125
ENSG00000286556	AC091838.1	NA	ENSG00000286556
ENSG00000287581	AC016549.1	NA	ENSG00000287581
ENSG00000286970	AC010491.2	NA	ENSG00000286970
ENSG00000286441	AC016575.2	NA	ENSG00000286441
ENSG00000286377	AC114964.2	NA	ENSG00000286377
ENSG00000246214	AC024588.1	NA	RETREG1-AS1
ENSG00000250415	AC022113.1	NA	ENSG00000250415
ENSG00000271892	AC026790.1	NA	ENSG00000271892
ENSG00000250667	AC106774.1	NA	ENSG00000250667
ENSG00000250088	AC233724.7	NA	ENSG00000250088
ENSG00000249282	AC233724.6	NA	ENSG00000249282
ENSG00000274832	AC233724.8	NA	ENSG00000274832
ENSG00000286751	AC140168.1	NA	ENSG00000286751
ENSG00000287471	AC138854.1	NA	ENSG00000287471
ENSG00000286961	AC091938.1	NA	ENSG00000286961
ENSG00000252083	AC026784.1	NA	ENSG00000252083
ENSG00000286134	AC114930.1	NA	ENSG00000286134
ENSG00000287199	AC010387.2	NA	ENSG00000287199
ENSG00000286454	AC091893.2	NA	ENSG00000286454
ENSG00000286238	AC106821.2	NA	ENSG00000286238
ENSG00000285042	AC099499.2	NA	ENSG00000285042
ENSG00000286625	AC113370.1	NA	ENSG00000286625
ENSG00000286204	AC025475.2	NA	ENSG00000286204
ENSG00000286432	AC109472.1	NA	ENSG00000286432
ENSG00000252601	AC024589.2	NA	ENSG00000252601
ENSG00000270430	AC024589.3	NA	ENSG00000270430
ENSG00000286182	AC112172.2	NA	ENSG00000286182
ENSG00000287176	AC099517.1	NA	ENSG00000287176
ENSG00000287940	AC026433.1	NA	ENSG00000287940
ENSG00000286741	AC008766.1	NA	ENSG00000286741
ENSG00000288579	AC025472.1	NA	ENSG00000288579
ENSG00000250583	AC034232.1	NA	ENSG00000250583
ENSG00000286543	AC138409.3	NA	ENSG00000286543
ENSG00000272323	AC026801.2	NA	TTC23L-AS1
ENSG00000250140	AC026801.1	NA	ENSG00000250140
ENSG00000287634	AC114277.1	NA	ENSG00000287634
ENSG00000286193	AC025449.2	NA	ENSG00000286193
ENSG00000286809	AC008964.1	NA	ENSG00000286809
ENSG00000287597	AC108105.1	NA	ENSG00000287597
ENSG00000285552	AC114977.1	NA	ENSG00000285552
ENSG00000285616	AC114977.2	NA	ENSG00000285616
ENSG00000212567	AC008810.1	NA	ENSG00000212567
ENSG00000286164	AC034222.2	NA	ENSG00000286164
ENSG00000272234	AC008945.1	NA	ENSG00000272234
ENSG00000286271	AC008945.2	NA	ENSG00000286271
ENSG00000287263	AC008875.3	NA	ENSG00000287263
ENSG00000286656	AC008875.2	NA	ENSG00000286656
ENSG00000278487	AC106800.3	NA	ENSG00000278487
ENSG00000249779	AC106800.1	NA	ENSG00000249779
ENSG00000249888	AC106800.2	NA	ENSG00000249888
ENSG00000249492	AC114956.2	NA	ENSG00000249492
ENSG00000272335	AC093297.2	NA	ENSG00000272335
ENSG00000287540	AC116350.1	NA	ENSG00000287540
ENSG00000288035	AC022433.1	NA	ENSG00000288035
ENSG00000288539	AC022133.2	NA	ENSG00000288539
ENSG00000286048	AC008966.3	NA	ENSG00000286048
ENSG00000285831	AC027329.1	NA	ENSG00000285831
ENSG00000287087	AC025175.2	NA	ENSG00000287087
ENSG00000265421	AC016601.1	NA	ENSG00000265421
ENSG00000287367	AC016583.2	NA	ENSG00000287367
ENSG00000249843	AC112198.3	NA	ENSG00000249843
ENSG00000249016	AC112198.2	NA	ENSG00000249016
ENSG00000264281	AC016596.2	NA	ENSG00000264281
ENSG00000238326	AC016596.1	NA	ENSG00000238326
ENSG00000285997	AC008391.1	NA	ENSG00000285997
ENSG00000234553	AC022431.1	NA	ENSG00000234553
ENSG00000287709	AC008780.1	NA	ENSG00000287709
ENSG00000286853	AC008786.1	NA	ENSG00000286853
ENSG00000273701	AC109486.2	NA	ENSG00000273701
ENSG00000275634	AC109486.3	NA	ENSG00000275634
ENSG00000276233	AC016591.1	NA	ENSG00000276233
ENSG00000287434	AC109133.1	NA	ENSG00000287434
ENSG00000249878	AC026434.1	NA	ENSG00000249878
ENSG00000248199	AC008877.1	NA	ENSG00000248199
ENSG00000288643	AC114982.2	NA	ENSG00000288643
ENSG00000241991	AC114982.1	NA	ENSG00000241991
ENSG00000287179	AC008558.1	NA	ENSG00000287179
ENSG00000269961	AC010359.2	NA	ERBIN-DT
ENSG00000252904	AC010359.1	NA	ENSG00000252904
ENSG00000286314	AC010359.3	NA	ENSG00000286314
ENSG00000285999	AC025442.2	NA	ENSG00000285999
ENSG00000251391	AC092353.1	NA	ENSG00000251391
ENSG00000286062	AC092353.2	NA	ENSG00000286062
ENSG00000286647	AC008459.1	NA	ENSG00000286647
ENSG00000250237	AC010273.3	NA	ENSG00000250237
ENSG00000248664	AC010273.2	NA	ENSG00000248664
ENSG00000220986	AC010273.1	NA	ENSG00000220986
ENSG00000249295	AC145146.1	NA	ENSG00000249295
ENSG00000250138	AC139495.2	NA	ENSG00000250138
ENSG00000248769	AC139495.1	NA	ENSG00000248769
ENSG00000251158	AC131392.1	NA	ENSG00000251158
ENSG00000285151	AC140134.1	NA	ENSG00000285151
ENSG00000254701	AC138866.1	NA	ENSG00000254701
ENSG00000269983	AC146944.2	NA	ENSG00000269983
ENSG00000253333	AC146944.1	NA	ENSG00000253333
ENSG00000288349	AC139272.1	NA	ENSG00000288349
ENSG00000285204	AC139834.1	NA	ENSG00000285204
ENSG00000285804	AC025774.1	NA	ENSG00000285804
